replyID,relpy_text,hatespeech_or_not
UgzEhiMDufYtAC4OoLV4AaABAg.9ZkDLR9F6c_9ZkqdmLqoJ_,"Would Ukraine army come to US to help them in case of a war? <br>Ukraine has 40 million people, and 2 very unfriendly neighbors for decades. They had more than enough resources to build a good defense knowing who they have to deal with. They had to adapt to their geopolitical reality. A good portion of revenue should have been used for defense. They should have used the brain power of their people to increase their GDP by concentrating on high tech, for high returns. They should have developed nuclear weapons to help them stand a chance at the negotiating table. Look at Israel, who secretly developed nuclear capabilities. Either you prepare for the rest of your existence or you bend in front of the stronger neighbors for protection.",0
Ugyp1GJVKpmu6Pc9G3J4AaABAg.9ZjeAGxx7309Zjgv9iiILr,"They&#39;re feeling the effects, I feel sorry for the civilians tbh",0
UgyLm536HvQ9sJ8NVwZ4AaABAg.9ZixG4U-B_f9Zj-26qB7jl,@ezekieo32 The Azov Battalion are a pretty fucked up group.,1
Ugy3YHz-UUD3L6o3gTN4AaABAg.9Zr_ZTDiFdQ9Zr_diAsoPa,"You are right, to be a successful person in life require him or her of hard work and time..",0
Ugy3YHz-UUD3L6o3gTN4AaABAg.9Zr_ZTDiFdQ9Zr_eG9ZWIQ,Many of us don&#39;t know where to invest our money so we invest it on wrong place and to the wrong people,0
Ugy3YHz-UUD3L6o3gTN4AaABAg.9Zr_ZTDiFdQ9ZrajWJEmZH,The wisest thing that should be on everyone mind currently should be to invest in different stream of income that doesn&#39;t depend on the govt especially with the current economic crisis around the world.,0
Ugy3YHz-UUD3L6o3gTN4AaABAg.9Zr_ZTDiFdQ9Zran5BACtw,Profitable Investment one can do conveniently at this moment.,0
Ugy3YHz-UUD3L6o3gTN4AaABAg.9Zr_ZTDiFdQ9ZrasQLJoHW,Real Estate. <br>Stock<br>Crypto.,0
Ugy3YHz-UUD3L6o3gTN4AaABAg.9Zr_ZTDiFdQ9ZrbBCUcWgK,@Emmanuel Ransom You&#39;re right but any Investment without a proper understanding is suicidal.,0
Ugy3YHz-UUD3L6o3gTN4AaABAg.9Zr_ZTDiFdQ9ZrbImLeS_V,"@Emmanuel Ransom Bitcoin is the future, investing in it now will be the wisest thing to do especially with the current rise in bitcoin..",0
Ugy3YHz-UUD3L6o3gTN4AaABAg.9Zr_ZTDiFdQ9ZrcyH5rNLF,"@Ethan James On the grand scheme of things, once you understand the potential of bitcoin, you can bet on it but i think people need education to fully understand",0
Ugy3YHz-UUD3L6o3gTN4AaABAg.9Zr_ZTDiFdQ9Zrd2ayGQJE,"@Christy Logan bitcoin has been the best performing assets of last year, and it&#39;s also going higher. I am glad to be taking part of this opportunity with Harvey Barrett Fx as my guide and signal provider.",0
Ugy3YHz-UUD3L6o3gTN4AaABAg.9Zr_ZTDiFdQ9ZrdH8yVenS,"@Emmanuel Ransom People who usually give up in life are people who lose in life, my first experience happens to be a failure but I never gave up cause I knew it was going to work out for me,fortunately I&#39;m smiling today by getting involved in investment.",0
Ugy3YHz-UUD3L6o3gTN4AaABAg.9Zr_ZTDiFdQ9ZrdPssIfdE,I encourage newbies who are interested in Bitcoin investment should place their trade under expert to avoid losses.,0
Ugy3YHz-UUD3L6o3gTN4AaABAg.9Zr_ZTDiFdQ9ZrfcPd_ibU,@Emmanuel Ransom Yeah Investing in crypto currency is so lucrative.,0
Ugy3YHz-UUD3L6o3gTN4AaABAg.9Zr_ZTDiFdQ9ZrfpVMeTYc,"@Emmanuel Ransom Thanks to a friend of mine who recommend me to professional in bitcion Investment, who&#39;s helped has made me  earned a lot in the investment.",0
Ugy3YHz-UUD3L6o3gTN4AaABAg.9Zr_ZTDiFdQ9Zrg4_QNark,"@Carolyn Stuckton I own Bitcoins. It&#39;s a store of value, a distributed ledger..",0
Ugy3YHz-UUD3L6o3gTN4AaABAg.9Zr_ZTDiFdQ9ZrgAKF418A,@Carolyn Stuckton It&#39;s a great place to put assets. Government&#39;s currency does not hold value..,0
Ugy3YHz-UUD3L6o3gTN4AaABAg.9Zr_ZTDiFdQ9ZrhBDLW93R,"@สุภาพ ทองพูน I think I&#39;m grabbing this opportunity, can I reach your financial expert?",0
Ugy3YHz-UUD3L6o3gTN4AaABAg.9Zr_ZTDiFdQ9ZrhFfEKEva,@สุภาพ ทองพูน I Would really love to give this Bitcoin trading a try but I do not know how to trade..,0
Ugy3YHz-UUD3L6o3gTN4AaABAg.9Zr_ZTDiFdQ9ZrhLQUM_Kc,"@สุภาพ ทองพูน I have lost a lot of capital trading by myself, please can you help me on how to contact him.",0
Ugy3YHz-UUD3L6o3gTN4AaABAg.9Zr_ZTDiFdQ9ZriR9OvTfL,"@Joyce Richard He knows how to analyse trade, and with his strategies his earned me so much profit,Made €15,800 in 7 days of working with him.",0
Ugy3YHz-UUD3L6o3gTN4AaABAg.9Zr_ZTDiFdQ9ZriVC34J_V,"@Joyce Richard  I suggest you contact Mr Harvey Barrett FX, he can help you with his strategies.",0
Ugy3YHz-UUD3L6o3gTN4AaABAg.9Zr_ZTDiFdQ9ZriYAtJvQr,@Joyce Richard You can get in touch with him through the following media👇,0
Ugy3YHz-UUD3L6o3gTN4AaABAg.9Zr_ZTDiFdQ9Zri_V8khnK,@Joyce Richard <b>Harvey Barrett Fx</b>,0
Ugy3YHz-UUD3L6o3gTN4AaABAg.9Zr_ZTDiFdQ9ZrjC85uy3_,@Joyce Richard fb......,0
Ugy3YHz-UUD3L6o3gTN4AaABAg.9Zr_ZTDiFdQ9ZrjDBt7uRY,@Joyce Richard <b>Harvey Barrett Fx</b>,0
Ugy3YHz-UUD3L6o3gTN4AaABAg.9Zr_ZTDiFdQ9Zro1f1qVk4,"@สุภาพ ทองพูน The world is quite a small place... I&#39;m also trading with Mr Harvey Barrett FX, though I just started trading last week and it&#39;s been going on real well.",0
Ugy3YHz-UUD3L6o3gTN4AaABAg.9Zr_ZTDiFdQ9Zro74aM3YM,"@สุภาพ ทองพูน It was a bit tough for me to entrust my investments to another trader after losing the last one, I had to give it another try again with a deposit of $2000 and when I got my payout it was amazing.",0
Ugy3YHz-UUD3L6o3gTN4AaABAg.9Zr_ZTDiFdQ9ZroBIUH7th,@Joyce Richard Cryptocurrency is bringing different revolution in the world economy. People who are optimistic are Cashing out from crypto trading...Others will just sit and watch.,0
Ugy3YHz-UUD3L6o3gTN4AaABAg.9Zr_ZTDiFdQ9ZrxBk4qR7V,"@สุภาพ ทองพูน Thanks for the recommendation,<br>May God bless your efforts. Most people wouldn&#39;t want to reveal their True source of success.",0
Ugy3YHz-UUD3L6o3gTN4AaABAg.9Zr_ZTDiFdQ9ZrxFXxLDxr,@สุภาพ ทองพูน I have sent him a message hoping to get to a reply from him!,0
Ugy3YHz-UUD3L6o3gTN4AaABAg.9Zr_ZTDiFdQ9ZrxGbXUuPm,@สุภาพ ทองพูน I&#39;m excited I got his contact information finally..,0
Ugxpv_r5R3p0XNz8tJR4AaABAg.9ZnO1fj00rb9Znqg6v63DD,why are u watching then? u are giving them free views LMAO,0
UgwgxqL9ReeAR7uJcj14AaABAg.9Zld_0XxQZB9Znr6lMEEiv,why the fk are you bots watching then??? giving them free views LMAO,1
UgyNQLtz4RzWv3IjM8Z4AaABAg.9Zkd9eTAlkS9ZqH3MuNp00,The World should not forget about the deathly Gas used by Russia in Syria.,0
UgyNQLtz4RzWv3IjM8Z4AaABAg.9Zkd9eTAlkS9Zqg1U3x197,We all like to ignore the truth,0
UgyUlk8SNrAhtTvuZIN4AaABAg.9Ziqj7xrCRI9ZniIDasa4Z,Nato was much more brutal,0
UgyUlk8SNrAhtTvuZIN4AaABAg.9Ziqj7xrCRI9Zo-zOudwXg,I saw some Indian dude blame this Syrian thing on the west. People love to open their mouths without knowing the history 😂,1
UgyUlk8SNrAhtTvuZIN4AaABAg.9Ziqj7xrCRI9ZrX537nIFb,"@Cerolus Elazurin ISIL tried taking over after Syria was weakened by civil war with the so-called Free Syrian Army, which was bankrolled by the Gulf Arabs and armed by NATO countries. The FSA then turned around and sold or defected with weapons to ISIL. It was only because of Hezbollah fighters, Iran and then Russia that beat them back.",0
UgyUlk8SNrAhtTvuZIN4AaABAg.9Ziqj7xrCRI9ZsMkltcj-K,@Hot2Warm Well i&#39;m not Indian and I don&#39;t comment blindly  😂,0
UgyUlk8SNrAhtTvuZIN4AaABAg.9Ziqj7xrCRI9ZsXGT0qG5N,"@Hot2WarmVictims? It is Russia only because of which there is stable government in Syria and because of which ISIS had drastically decreased in numbers and fyi , major civilians of Syria do support Russia. That&#39;s why recently a huge rally of Syrians had taken place in support of Russia.",0
UgyUlk8SNrAhtTvuZIN4AaABAg.9Ziqj7xrCRI9_5k1L3rjoB,"@STEVEMOBSLAYER your comment doesn&#39;t make any sense.<br>Siria is ruled by a dictator. <br>As far as terrorism , military powers behave as terrorists",1
UgyUlk8SNrAhtTvuZIN4AaABAg.9Ziqj7xrCRI9_8ILLLcrrC,"@Icon Elias he was right. Russia was asked by the Syrian president to help them. Russia was hesitant at first, but after a visit from a member of the Syrian govt in Russia, Russia agreed. If it weren&#39;t for Russia and Iran stepping in to help Syria, the situation would have been worse than what it already was. USA, Turkey, and Israel are currently still illegally occupying Syria, stealing their oil.",0
UgwLWunbhDEZhh0VI3l4AaABAg.9Zh54oMS0om9ZiFFp_sdoB,"They did not have the technology to maintain them for 30 years, that&#39;s why they gave them up. Not because Ukraine did not want to keep them.",0
UgzBfJ6oBWAYTE86Npt4AaABAg.9ZzWpbTl5_p9_EqkglUoMV,"@ikas808 There was. It was actively ongoing since 2014. Also, it takes 2 years for policies to take full effect. So the Trump years are 2018-2022.",0
UgzBfJ6oBWAYTE86Npt4AaABAg.9ZzWpbTl5_p9_GqImN1Zag,"@Lucian MacAndrew what do you mean? Ttump was doing his best to make amends with Putin. Thats why the full invasion of Kyiv happened on Bindens watch, not Trumps.",0
UgwuI3FAWETa2HiCatd4AaABAg.9Zy_1vmeZnp9_4p1uQhSwf,"Eh, it started 2014 and happened all through his presidency, so, how do you figure?",0
UgyzOPqpyCcrQRZ0cql4AaABAg.9ZxicL-Sm7X9_4p5ydNABA,Wikipedia calls it a conspiracy theory at least.,0
UgzUE-x-Uwl-ea82KyN4AaABAg.9Zo3v3zTXAG9ZoToR1Ceah,Its like saying Texas invaded Arizona,0
UgzEREaJsqezRHuLLkV4AaABAg.9Zo03NhR87S9Zz5Ps6dxhS,Ughhhhhhhh wanna comparing who has more Russia ties?<br>3.5 million from Russian aligdrk<br>Billions from bank of China investment in business <br>Diamond ring gifts <br>Million dollar shopping sprees <br>Hummmmmmmm who was that let me think 🤔,0
Ugw-HDgHTzQfuE46wc94AaABAg.9ZntGmbTyBx9ZoU1F2lVrl,Dear anne......remember that one?,0
Ugw-HDgHTzQfuE46wc94AaABAg.9ZntGmbTyBx9ZoU47FIXbe,Or was it abby?,0
Ugx5vVG8x7hHIjIoZ7R4AaABAg.9ZnYIRa87MA9ZoUYPEVXDT,Complete with buzzwords and all.<br>Honestly you cannot continue to manipulate the meanings of words as a pretense to proving a phony point.<br>We&#39;ve all seen this mimick your abusers trick like 100000x now bro. <br>Remember genuine can always recognize its counterpart generic 👋 hello old friend,1
UgzaLE5pV7WelgZLczV4AaABAg.9ZnMCt8v0Ic9ZncV0cH_jq,This invasion can&#39;t be good for Burisma corporation..,0
UgzDedfhoTDUFMCMmrp4AaABAg.9ZnKv39gT4Y9ZuEtS36NxV,"Putin did not &quot;take&quot; Crimea. The people of Crimea voted to leave Ukraine and join Russia - THAT is Democracy, and the results weren&#39;t even close. The people of Crimea chose to become part of Russia. Putin pretty much had to send troops into Crimea after that so the Ukrainian government couldn&#39;t persecute or outright slaughter the people of Crimea.<br><br>A similar scenario has been playing out in Donbass, with a bunch of the people wanting to leave Ukraine and the Ukrainian government responding by labeling them as &quot;rebels&quot; and murdering them.",0
UgzDedfhoTDUFMCMmrp4AaABAg.9ZnKv39gT4Y9ZupSgrVpsU,@GirlOnInternet Ukraine is corrupt as fuq.,1
UgzDedfhoTDUFMCMmrp4AaABAg.9ZnKv39gT4Y9Zw4AEGJ4Q8,@Yarp Yarp You sure do hate Democracy.,1
UgzDedfhoTDUFMCMmrp4AaABAg.9ZnKv39gT4Y9Zze65hBZyd,YouTube comments Are such a cesspit,1
UgzDedfhoTDUFMCMmrp4AaABAg.9ZnKv39gT4Y9_-bSBoiOwg,@Mr American liberals weren&#39;t attacking our capitol...go to Russia.,1
UgzDedfhoTDUFMCMmrp4AaABAg.9ZnKv39gT4Y9_-be24s5GB,@Kevin Smith why do you people hate our freedom of the press. Go to Russia...sip the tea...,1
UgzDedfhoTDUFMCMmrp4AaABAg.9ZnKv39gT4Y9_-cb9I3IoU,"@Greg Tennessee freedom of the press, what a joke, you must mean freedom to lie to the people to push there ajenda,  that&#39;s what you meant right?",0
UgzDedfhoTDUFMCMmrp4AaABAg.9ZnKv39gT4Y9_-dz5K390r,"@Greg Tennessee I missed the part where they tried to burn down he capitol on the 6th, can you refer me to the cnn article on that?",0
UgzDedfhoTDUFMCMmrp4AaABAg.9ZnKv39gT4Y9_-eh4-vUM1,@Kevin Smith accuse the other of what you are guilty of...a trump/hitler tactic.,1
UgzDedfhoTDUFMCMmrp4AaABAg.9ZnKv39gT4Y9_-g9CuWqah,"@Greg Tennessee not wasting away here on youtube, just wasting your time,hehe.",1
UgzDedfhoTDUFMCMmrp4AaABAg.9ZnKv39gT4Y9_0DIHR8nn2,"@Mr American ....said the inconsequential skid mark in Donald Trump&#39;s underwear, right before he realized that someday he wouldn&#39;t be remembered for anything.",1
Ugz5qbrG-cZ11u2-Aa94AaABAg.9ZmLxxiL1mU9ZoVLOzkzIX,They want to work with us on a new system. Snd they will. First gotta clean up some stuff,0
UgwCxN8qrYy4lQAWOyt4AaABAg.9Zm9g-iRHqZ9ZoVZfQ47r1,Remember when that was false too? Ohhhhhhhhh what hapoaned????,1
UgyOZsPOZcfFnjIFl_N4AaABAg.9ZlIurLms8R9Zz4HRWhpBD,Welllll some Americans interest are in peril in Ukrainian guess who lol,0
Ugx_EGuHSVhNECQ-xiZ4AaABAg.9Zl4xZP2z1D9Znz4gut1mu,So truth ! I believe to,0
UgyuqVnSSeobO6PpSh94AaABAg.9ZkydilHOT49ZlST0fzol6,Nope. You constantly come back. Ratings are fine 😆,0
Ugxlty6qH9RvgPYiaah4AaABAg.9ZkvQOwYX6f9ZlPU2pOLKR,Load of utter bollox.,1
UgwTwdLybovsMRtDRJx4AaABAg.9ZkijOJ0k6g9ZlT6M9msgI,There&#39;s no damn law saying the past presidents can&#39;t be talked about. You didn&#39;t say that BS when trump was OBSESSED with Obama now did ya😆,1
UgxrbI-AGRcHvyAgPb54AaABAg.9ZkgdakdK6r9ZtRzA7eJDI,Not many of those 😂😂😂,0
UgxrbI-AGRcHvyAgPb54AaABAg.9ZkgdakdK6r9ZtWktA-0Zy,@Alan Villanueva turn the channel,0
UgxrbI-AGRcHvyAgPb54AaABAg.9ZkgdakdK6r9ZtWxtSdMuR,@Alan Villanueva shows how smart u are right there.  Great job 🥔 lover.  I’d imagine your just as brilliant 2.,0
UgxUkaQo9NrsmKT33M14AaABAg.9ZkTNnoa-jc9ZlTHhwNoj5,You don&#39;t have to come here. You CHOOSE to. Start your own damn channel 🙆,1
UgwW-mM0VXuuCOB5VLF4AaABAg.9Zjznsz9_Cd9Zk9KFUyWgE,No. He just allows Putin to be our lawyer and representative to negotiate the Iran nuclear deal. You need to educate yourself before making such stupid comments,1
UgzAuDx4gyf25gK0vVN4AaABAg.9Zji5cG8A_C9_N2aYKF-PX,Trump lost...quit whining,1
Ugy_6jlPW8fw4Miq8Mh4AaABAg.9Zirvfck2kU9Zp92pWOAD1,Pretty worthless.,0
Ugy_6jlPW8fw4Miq8Mh4AaABAg.9Zirvfck2kU9ZqAmh6Sln8,"@Danny Your right Fox would do the same thing, being an independent voter I could care less who does it, is just wrong. Half of our main stream medias agenda is too keep the two parties fighting back and forth so no progress is ever made. Neither play has done anything in my lifetime to help me in any significant way, they have only managed to make things worse. People need to open their eyes and quit acting like the parties have any significant differences when it comes to things that really matter.",0
Ugy_6jlPW8fw4Miq8Mh4AaABAg.9Zirvfck2kU9ZqB6ilpaEL,@Jon Fassold Our entire main stream media is worthless except for Tucker Carlson. I may not agree with everything he says but I do appreciate the fact that he is the ONLY person in the main stream media with the guts to be anti-war.,0
Ugy_6jlPW8fw4Miq8Mh4AaABAg.9Zirvfck2kU9Zxa2Kp0xOj,"@Danny I agree, I want a politician to be able to think for themselves and not have to follow the dogma of a few elite well connected politicians that lead these parties. Not to mention that for the last fifty years neither side has done much to help my life in any significant way. Both sides also seem perfectly happy to allow the military industrial complex and CIA to take the helm in our foreign policy, which is why we spend a trillion dollars a year on defense and related sectors. I for one would rather see the money spent on affordable healthcare, infrastructure and education.",0
Ugy_6jlPW8fw4Miq8Mh4AaABAg.9Zirvfck2kU9_7YN6e1Fvy,"I&#39;m not political, all I know is things were way better with Trump in the white house. That&#39;s the only recent time Russia didn&#39;t invade a neighbot.",0
UgzGGeNfffh8onKytXp4AaABAg.9Ziq9CYdBpX9ZkN0hgCFPU,Are you making some kind of point troll??  Lol duh. I’m a Biden minion  keep posting sweetie ..,1
Ugz59jCDDfnyWhRq3gh4AaABAg.9Zi__peWK2G9ZoW1tctv7-,It&#39;s the biggest political story of our generation and all you here from the msm is crickets. Tells you all you need to know.,0
UgzdZ2u_LWQAfFG58gR4AaABAg.9Zi51nzwIb09ZlVbX8GfZs,@Baron Von MunchausenReally? They get p<br>97% wrong. Ok let&#39;s start finding out which stories are wrong. A good plan for this would be to  pick the last 30 stories  and see. So. Where do you want to start?,0
UgzdZ2u_LWQAfFG58gR4AaABAg.9Zi51nzwIb09ZnfiC9kb9Q,@M. DJ You sound ridiculous. Don&#39;t you already know all the riches have thousands of tricks to evade taxes? No wonder you stay poor.,1
UgzdZ2u_LWQAfFG58gR4AaABAg.9Zi51nzwIb09Zp9AY96V_z,@Simon Quach <br><br>How do you know he&#39;s poor?,0
UgzdZ2u_LWQAfFG58gR4AaABAg.9Zi51nzwIb09Zz3I_XWr_M,@kenneth bower Lol tell me something new 🤣,0
UgzdZ2u_LWQAfFG58gR4AaABAg.9Zi51nzwIb09_-aa_LrdYT,@M. DJ does it hurt looking stupid by a lowly truck driver with 1 year of Buisness degree because I figured out it wasn&#39;t worth paying for something anyone with common sense can learn?,1
UgzdZ2u_LWQAfFG58gR4AaABAg.9Zi51nzwIb09_-nQkAU4QI,"@kenneth bowerI agree that  business degrees are overrated. I went to college for 3 1/2 years for project management in the 90s, never finished. I Ran a successful construction business and was also an arms importer from 92 to 2000. I&#39;ve been to Ukraine Poland, France Germany Czechoslovakia, France several times. When the economy collapsed in 08, I learned how to drive. Was a gas road truckers. I drove water tankers in the gas frack  fields in Pennsylvania, worked on drill rigs for Chesapeake in 2010-2011. There were. a lot of smart people in the field. I was one of them. Because of my age and experience I have a keen eye on taxes and who pays them. Just because Trump doesn&#39;t pay his fair share doesn&#39;t mean I don&#39;t. The narcissistic and selfish  <br>Among us know who they are. They are examples of the negative aspects of democracy.",0
UgzdZ2u_LWQAfFG58gR4AaABAg.9Zi51nzwIb09_04Pu9BR-4,"@kenneth bower I am in favor of a value added tax. I don&#39;t believe in sin taxes unless the money goes to cover ONLY the cost of health care for the sin. People making $125,000 or more a year stop paying into social Security that&#39;s the max out. That should be raised to $225,000 in my opinion. Hedge funds should pay more than the average 5 percent they pay and oil as well as utilities should be taken off speculation. Of course everything should be means tested. I worked for both  President Reagan and Pat Buchanan. I know politics and economics inside out. You will too someday. You&#39;ll see what will work and what won&#39;t.",0
UgzdZ2u_LWQAfFG58gR4AaABAg.9Zi51nzwIb09_0F8PwmLgv,"@Mary Lamb Thank you very much for your support,  Mary. I am not poor, people just don&#39;t get it. They deflect.",0
UgylSrmoWJYrexwZFOV4AaABAg.9Zgi3TvSK4I9Zgi6BVBP_P,And china,0
Ugy6F5AU2-Mp4OiTQz94AaABAg.9ZfZWW8oswN9Zg4nAzwPhA,Your life is gonna change very soon . You will realize where are you living. I will pray for you. Amen,0
UgwvrqInmQXRmIA-hl14AaABAg.9ZJku9D0nkg9ZTi_3q-K42,"they&#39;re dropping , if enough people see he is a nothing for Pres .",0
UgwvrqInmQXRmIA-hl14AaABAg.9ZJku9D0nkg9ZTr4Y8uy1S,he is farting a lot if that is a come back😂😂😂,1
UgwvrqInmQXRmIA-hl14AaABAg.9ZJku9D0nkg9ZU8fm_7Koh,"No, Real Inflation numbers will always be higher than his Poll Numbers",0
UgwvrqInmQXRmIA-hl14AaABAg.9ZJku9D0nkg9ZVW7aFzpeW,Down to hell for sure,1
UgwvrqInmQXRmIA-hl14AaABAg.9ZJku9D0nkg9ZX0uCDKrX9,@DARK LORD he has Alzheimer&#39;s! That is all that wrong with him.,1
UgwvrqInmQXRmIA-hl14AaABAg.9ZJku9D0nkg9ZX5D8DWp00,@COTY you probably did and don&#39;t know it ..if you catch my drift.,0
UgwvrqInmQXRmIA-hl14AaABAg.9ZJku9D0nkg9ZZC0T1T3fx,Of course they will rise because they can&#39;t fall any lower.,0
UgwvrqInmQXRmIA-hl14AaABAg.9ZJku9D0nkg9ZeEp-I2Z0J,"Yes! While we are at it, someone please tell the GOP to be quiet. Remind them of Trump&#39;s 1st impeachment.",0
UgwvrqInmQXRmIA-hl14AaABAg.9ZJku9D0nkg9ZeREmFcO3y,"@no way it&#39;s should be a good time for IMPEACHMENT, maybe we&#39;ll get a parade, like Pelosy orchestrated.  🥳🎉👯👯‍♀️👯‍♂️",0
UgwvrqInmQXRmIA-hl14AaABAg.9ZJku9D0nkg9ZeSMYCWoPl,"Let&#39;s talk about withholding aide to Ukraine that could have already been in use, and had to the potential to deter Russian aggression.",0
UgwvrqInmQXRmIA-hl14AaABAg.9ZJku9D0nkg9ZeTD95wmxT,"Sam, maybe hold OFF on those 100 of Billions to IRAN too....",0
UgwvrqInmQXRmIA-hl14AaABAg.9ZJku9D0nkg9ZjoU213qnC,"Poll or NO POLL, just one year in this Administration, won&#39;t support his policy CRAZINESS among other.  He&#39;s not going to RUN in 2024 AGAIN, but hoping he survives his term.  The ALTERNATIVE is EXTREMELY and ABSOLUTELY &quot;SCARY&quot;.",0
UgwvrqInmQXRmIA-hl14AaABAg.9ZJku9D0nkg9Znlw6_ZTdD,@Andre Pugliese looks like 109 others liked his compared to your 15 likes which is probably the 10 percent of viewers that still watch CNN.,1
UgwvrqInmQXRmIA-hl14AaABAg.9ZJku9D0nkg9_JzF07KGiy,If they rigg it again yes lolol,1
Ugx-x0ZbY_EO2PUMVdF4AaABAg.9_7MxJNXdoo9_RVbtIle71,"He was in the 60% range right after the insurrection.  Trump never reached 50% approval, and hit a low as he left office.",0
Ugx-x0ZbY_EO2PUMVdF4AaABAg.9_7MxJNXdoo9_ShoVb62v-,And who does these “polls”?!,0
UgxoOcXil4OUcl5mrbx4AaABAg.9_4_JJUSRzW9_7JVdFITML,"The polls hit a low of 40.4% approval, then rebounded to 43%.  It will rise or fall based on factors outside his control mostly.  This morning is was down slight to 42.1%.",0
UgwEJUcik1Ss1dyZdSt4AaABAg.9ZaAmoDPPEl9ZbPwM_SluH,&quot;everyone who disagrees with me is a Russian actor&quot;,1
Ugx2bwp7pStq8r4TcVp4AaABAg.9Z_u_w0z3Sj9ZaABMdvkaw,Interesting post. Did you know your country is at War in Ukraine?,1
UgwD1StMG5hNnKBrzqp4AaABAg.9Z_UpqG8-Xc9Zabh2JetR5,"He is at 43% approval averaged among the various polls.  Not great, but better than Trump had 90% of the time.",0
UgztTioIesQyPqwozMF4AaABAg.9ZZ5hxJDYxm9ZZvtw-IBxb,"I know, except he&#39;s worse.",0
UgztTioIesQyPqwozMF4AaABAg.9ZZ5hxJDYxm9ZatY1rJ9Y_,"Jimmy has proven himself to have been the best man to be president since Kennedy.  Unfortunately, he wasn&#39;t very good at being president.  Better than Donald or the shrub, but not very good.",0
Ugybd2XvUrRy8zVFuQd4AaABAg.9ZWX8v0goae9ZXpTUyVPFF,Ya think?,0
UgztI9NeMUuysSiTm2J4AaABAg.9ZVfIJPGCx49ZXAYlFVlvk,And Reagan look like mother teresa,0
UgztI9NeMUuysSiTm2J4AaABAg.9ZVfIJPGCx49ZXOuyc00M6,"@Afi James Reagan did lower taxes, increase GDP and we didn&#39;t have Oil shortages.",0
UgzS5USz6f_h7zFNDgl4AaABAg.9ZVRhzkRB-I9ZYr-AcOeIw,I approve of the Biden administration.  Vast improvement over the Trump team.,0
Ugx4OqtbP9WLj-gl5mN4AaABAg.9ZUlHVnvfyx9ZWW-9IrQF1,I disagree.  He can not be the greatest anything.,0
UgzBfWb0SBL9RwhkuhV4AaABAg.9ZTq5AC9GLE9ZYrPtwdVAh,I am proud to have voted Democratic recently and will continue to do so.  The reps have gone from reactionary to insane.,0
Ugz34pQeGs2_MEK-Qkt4AaABAg.9ZTaYT_gfKQ9ZWpA9yUzYW,"@Cece Daily see my explanation, to get a basic overview.<br><br>It&#39;s a misapplication of statistics that&#39;s been going around since the election.",0
Ugz34pQeGs2_MEK-Qkt4AaABAg.9ZTaYT_gfKQ9ZaYUbb7B2q,"@Videos for The Good Life IT was not insurrection, he had nothing to do with it and everything you said is bullshit or so inconsequential it&#39;s ridiculous.  Just say it, he hurt your feewings.  Poor Baby.",1
UgyUATvFq8Du049zM2R4AaABAg.9ZT_KCO3QIT9ZYr_elrUCU,There were several on the main site over the weekend.  The actions of the veep rarely get much play.,0
UgyUATvFq8Du049zM2R4AaABAg.9ZT_KCO3QIT9ZZ-1kFhhSv,@Ideal Idol yea i did notice they were doctored and ediited,0
UgzFQ1OJGC1r-o8zM7p4AaABAg.9ZTJeU1qw8Z9Zsk16QK45Q,"And half of that price are taxes to pay for all the social programs. Look at the price of gas in Mexico,Russia.  Saudi, etc.",0
UgxUNMRyvdJf5IxIDqV4AaABAg.9ZSp6Bj7hd49ZYsDTipQIU,"The economy is booming.  Joe is standing up to Vlad, unlike Donald who bent over for him.  The dollar has been reserve currency for a century, it needs a rest.",0
Ugzu_EfPFpwOmhLFMxR4AaABAg.9ZSly_0eicW9ZT6EyeUJ3x,"Hunter to get rich, and...",0
UgzcThNsKm_6iD6Z9bR4AaABAg.9ZSh08-nnJl9ZTkdL_kr65,didn&#39;t Hunter receive money from Russians ?,1
Ugyn7D9nBct0aXL8PxR4AaABAg.9ZSY5SwcShC9ZYsk07cP5p,"He was in the 50s his first 7 months in office.  The afghan pull out and Omicron hurt a bunch.  He hit a low of 40% and has bounced back to 43%.  If he can get inflation under control, and Ukraine doesn&#39;t get a bunch worse he could hit 50% again.",0
UgyxMQDjWxBej-yi6U54AaABAg.9ZRiRfm-qcR9ZRlarsCWkk,"You have inaccurate stats.  His latest on the 538 site summarizing all polls gave him a 42% approval, 51% disapproval (so 7% undecided).  He is off his low, and may improve if Ukraine gets resolved reasonably soon in the West&#39;s favor.",0
UgwYwILS2i7Qj0Ht2Nx4AaABAg.9ZRdAqS3a-F9ZRlgryZpD3,The commenters here?  Most feel like Russian bots.,1
UgwGCr5L2yaBeeXm3P14AaABAg.9ZQi83iJdf09ZQoecQIL4N,Right,0
Ugy4kjKIpjl9Aw5MxvB4AaABAg.9ZQQt3yzcAg9ZRMU1-NSxw,Just after he was inaugurated his approval reached 60%.,0
UgzkP3k3HqasiTscheV4AaABAg.9Zo9ObV2fHS9ZoWdG2oHiH,YouTube wasn&#39;t around 😂,0
Ugwr6CTUvG8NB1uWZAF4AaABAg.9ZnENilr_SH9ZoWg8ys1Qe,"And Putin&#39;s army, maybe? Weird blame shift",0
UgzEGh--1P2btJve1j54AaABAg.9ZjUOWdXC349ZoWqczznPM,"The Russians were already busy helping the Syrians, remember?",0
