replyID,reply_text,hatespeech_or_not
UgyS_Y1lHm2QfTACVC94AaABAg.9_5BXOZiC0P9_5LUKuV11v,"​ @Steven Smith  < Yeah, now go pick up your crayons.
And put on clean training pants, you're a big boy now, remember?",1
UgyS_Y1lHm2QfTACVC94AaABAg.9_5BXOZiC0P9_5QpbWB95C,@Steven Smith MORE FICTION.,1
UgyS_Y1lHm2QfTACVC94AaABAg.9_5BXOZiC0P9_5R3Q2oZ-L,@Steven M WHAT WORLD HAVE YOU BEEN WASTING AWAY IN?,1
UgyS_Y1lHm2QfTACVC94AaABAg.9_5BXOZiC0P9_5SiL4uE5G,"@Steven Smith not, But there's video of Obama taking a knee and kissing his hand...😂🤣😂🤣👉🤴",1
UgyS_Y1lHm2QfTACVC94AaABAg.9_5BXOZiC0P9_5XMvKIFko,"Define ""America"". There is no such thing as a nation. A nation is an arbitrary group of humans defined by a set of arbitrary lines on maps.",0
UgyS_Y1lHm2QfTACVC94AaABAg.9_5BXOZiC0P9_5aU9jggw6,"@Steven M YOU SOUND ANGRY AND CONFUSED, THAT IS WHAT LIBERALISM, WILL DO TO YOU",1
UgyS_Y1lHm2QfTACVC94AaABAg.9_5BXOZiC0P9_5g3elX2Jy,"@jojo dixon you""re.....you are -the apostrophe replaces the omitted letter.",1
Ugxeq1S1OMik3mr6LYp4AaABAg.9_4MRR8pVGw9_4PXtW8f0f,Yup and so does the US AND NATO 😁👍,1
Ugytmdiiyb3nSttCjc94AaABAg.9Zg15KiGFUk9Zg2hVCiNV8,"wow, you are so smart!",0
UgzutcEr2IWpFogi6rx4AaABAg.9_5lVJkFuzh9_626W8U4fa,You read a lot of novels do ya?,1
UgzKzCHGPWOogX6dKHx4AaABAg.9_69BaDofD29_6ePMtjGvF,bro Ukraine is one of the poorest countries in Europe why wouldn't they just get money from Russia instead? Critical thinking skills people!,1
UgzKzCHGPWOogX6dKHx4AaABAg.9_69BaDofD29_6evAhbGUA,"@JH They had enough to sling around for family members of prominent party people. Whether the nation itself is poor, the people who are controlling the flow of what money there is are doing so corruptly. As you say, bro… Critical thinking skills, please",1
Ugyd2-Ek3TXd3TOlKot4AaABAg.9Zxv8SNar3e9ZxvnskoqbW,"After having some doubt's in investing, I feel so happy  now on my first profit withdrawal of $18300 from my $3400 investment""",0
Ugyd2-Ek3TXd3TOlKot4AaABAg.9Zxv8SNar3e9ZxvvGe1ah0,@Carmen Rosa OMG !!! $18300 ? How's that possible what's your strategy ?.,0
Ugyd2-Ek3TXd3TOlKot4AaABAg.9Zxv8SNar3e9Zxw2q7br2S,"@Erica Oakley I trade Crypto with a professional broker "" Mr Ivan Bryan "" he helps me on my trade, with massive returns..",0
Ugyd2-Ek3TXd3TOlKot4AaABAg.9Zxv8SNar3e9ZxwAjE87JI,"I do trade with Mr Ivan Bryan too,, haven't heard of him ? He is the best to trade with.",0
Ugyd2-Ek3TXd3TOlKot4AaABAg.9Zxv8SNar3e9ZxwIMACgxv,"@Carmen Rosa $18300 that's really big, though I trade on my own, but I have only made $1800 in a month..",0
Ugyd2-Ek3TXd3TOlKot4AaABAg.9Zxv8SNar3e9Zxwov3KND5,He's not like other brokers that will start telling you stories and excuses why the trade didn't go well after collecting your money.. He's signals are so good.,0
Ugyd2-Ek3TXd3TOlKot4AaABAg.9Zxv8SNar3e9ZxxBJNLMAY,I guess you guys are new client's of Mr Ivan Bryan..  I have been trading with him since 2016.,0
Ugyd2-Ek3TXd3TOlKot4AaABAg.9Zxv8SNar3e9ZxxL0EkYW_,"It so generous of IVAN to find out time to help investors on their investments, although he has a team of professionals.  I'm so grateful, he returned my 0.025 BTC  to  0.1 BTC in two weeks.      I'm really sad because I don't have much, I would love to invest huge amount for long term trading..",0
Ugyd2-Ek3TXd3TOlKot4AaABAg.9Zxv8SNar3e9Zxx_pzp6oA,"Please how do I trade with him ? Please help me, I'm loosing my coins each day. From 1.3  BTC  to  0.81 BTC..",0
Ugyd2-Ek3TXd3TOlKot4AaABAg.9Zxv8SNar3e9Zxxr9Y0ln4,"I love trading Crypto so much.  It's just fun when your always earning,  I have never had a lost in a year of trading with IVAN.",0
Ugyd2-Ek3TXd3TOlKot4AaABAg.9Zxv8SNar3e9ZxxzgkFelB,"Long term investment is the best now.  I have invested $4500 in November last year,  and I top up my trade with $300 every week. Now I'm having over $87000 on my dashboard. Toping up your trade is really important.",0
Ugyd2-Ek3TXd3TOlKot4AaABAg.9Zxv8SNar3e9ZxyDlp68cv,"@Robert James Hello,  I have been trading on my own,  haven't made alot.   Please how do I start trading with Mr IVAN BRYAN",0
Ugyd2-Ek3TXd3TOlKot4AaABAg.9Zxv8SNar3e9ZxyO8t1lGq,@Erica Oakley He's connection is on  What'app ✅✅✅,0
Ugyd2-Ek3TXd3TOlKot4AaABAg.9Zxv8SNar3e9ZxyitEvsDt,"@Robert James Thank you so much, being following up the testimonies. I will reach him now.",0
Ugyd2-Ek3TXd3TOlKot4AaABAg.9Zxv8SNar3e9ZxysMspJtJ,"Thank you guys. For the info, you need to make your investment versatile, I invest in stocks, forex, Gold etc. I'm gonna sell some stocks, so I can invest good capital in crypto with Mr IVAN BRYAN.",0
Ugyd2-Ek3TXd3TOlKot4AaABAg.9Zxv8SNar3e9Zxz8MH5TfG,"I'm a long term investor. I withdrew my profits of over $108,000 during the pandemic.",0
UgxWFSn4OrQh4p_ponh4AaABAg.9ZcuLQRz_BS9ZejjPtE0IN,Do they still teach kids what propaganda is?,1
UgyqOaFSrfr4a1x71uZ4AaABAg.9Zi0ZYlHGyF9ZwAahu_SLy,"Hello, how are you doing? Hope you're having a wonderful day!!",0
UgzYJLQieKcl8n62MwF4AaABAg.9ZjOsHyxk_u9ZwANel8nAB,"Hello, how are you doing? Hope you're having a wonderful day!!",0
UgwXSP3Rcvq87o3sbtN4AaABAg.9ZjS0GTsk6G9ZkJqIJtRfC,"You'll have great company then, counterfeit Christian!",1
UgwXSP3Rcvq87o3sbtN4AaABAg.9ZjS0GTsk6G9ZlRWF0VwrP,"@Stephen Wright Hahahah, the bible states that you will not go to heaven for propaganda or sexual crimes. She is a propaganda artist. I don't care what you say. I live life the way I should. Thanks,",1
UgxIXFMPL4zrEM4oMet4AaABAg.9ZYfHJlAMDF9ZYfhMPznaa,"Because Russia would immediately send cruise missiles to their home airfields, be it in Poland or anywhere else.",0
UgxIXFMPL4zrEM4oMet4AaABAg.9ZYfHJlAMDF9ZYhX-fGJ1x,@Dante Alighieri also this.,0
UgxG-xeSBeT76AnKqs94AaABAg.9ZWkCeJP7FO9ZWlBQCpUdF,I guess if you knew that a lot of our food stuff comes from Ukraine...,0
UgxG-xeSBeT76AnKqs94AaABAg.9ZWkCeJP7FO9ZWli1P6dZ3,@deleted 25% of world wheat come from Russia and Ukraine combined,0
UgxG-xeSBeT76AnKqs94AaABAg.9ZWkCeJP7FO9ZXEu2JDP3E,@deleted especially during war. Use your intelligence. Dont you watch whats going on there?,0
Ugw2_ozRT4MEItnXFOx4AaABAg.9ZWiFBHSp939ZWp8F47dle,@Cuthbert Allgood AMEN! and the media is complicit.,0
UgxxBQokMQQ6s9bMfAZ4AaABAg.9_McPQ2CGzO9_McVGAPrRx,Wow I' m just shock someone mentioned expert Mrs Jane I thought I' m the only one trading with her,0
UgxxBQokMQQ6s9bMfAZ4AaABAg.9_McPQ2CGzO9_McVhVrakI,She helped me recover what I lost trying to trade my self,0
UgxxBQokMQQ6s9bMfAZ4AaABAg.9_McPQ2CGzO9_MchFuWN4H,"I think I'm blessed because if not I wouldn't have met someone who is as spectacular as expert Mrs Jane, I think she is the best broker I ever seen",0
UgxxBQokMQQ6s9bMfAZ4AaABAg.9_McPQ2CGzO9_Md08KNEWZ,Yes I' m also a living testimony of expert Mrs Jane,0
UgxxBQokMQQ6s9bMfAZ4AaABAg.9_McPQ2CGzO9_Md0ci5Ms9,Mrs Jane has changed my financial status for the best.all thanks to my aunty who introduced her to me,0
UgxxBQokMQQ6s9bMfAZ4AaABAg.9_McPQ2CGzO9_MdDq58oYb,Who's this professional everyone is talking about I always see her post on top comment on every YouTube video I watched,0
UgxxBQokMQQ6s9bMfAZ4AaABAg.9_McPQ2CGzO9_MdEY_QYVf,I think I'm interested how can I get in touch with Mrs Jane,0
UgxxBQokMQQ6s9bMfAZ4AaABAg.9_McPQ2CGzO9_MdK_1zES0,Seeking for her contact details⤵️⤵️,0
UgxxBQokMQQ6s9bMfAZ4AaABAg.9_McPQ2CGzO9_MdLhNffWS,Tell her I referred you ⤴️⤴️,0
UgxxBQokMQQ6s9bMfAZ4AaABAg.9_McPQ2CGzO9_MdbEr6N-h,"Thanks for the recommendation, I just contacted her and she attends to me nicely",0
UgxxBQokMQQ6s9bMfAZ4AaABAg.9_McPQ2CGzO9_MdgOildsX,Wow I just make my second withdraw again today trading with expert Mrs Jane,0
UgxxBQokMQQ6s9bMfAZ4AaABAg.9_McPQ2CGzO9_Mdk4D4f2w,I remember friends calling me crazy when I started but now I shut up them with my four figure weekly returned. I'm happy today because of Mrs Jane,0
UgxxBQokMQQ6s9bMfAZ4AaABAg.9_McPQ2CGzO9_MdzOFepGg,I'm from Germany🇩🇪 I used to take loan from the bank for surviver but after trading with expert Mrs Jane changed my financial status for real.,0
UgxxBQokMQQ6s9bMfAZ4AaABAg.9_McPQ2CGzO9_MdzrxZlWT,I'm now a creditor not debtor anymore,0
UgxxBQokMQQ6s9bMfAZ4AaABAg.9_McPQ2CGzO9_MeMuyrxZW,She really made name for herself,0
UgxxBQokMQQ6s9bMfAZ4AaABAg.9_McPQ2CGzO9_MeXJ1_HY2,"I'm not here to converse for her but to testify just for what I'm sure of, she's trust worthy and best option ever seen, She has made success easier than we thought",0
UgxxBQokMQQ6s9bMfAZ4AaABAg.9_McPQ2CGzO9_MedtARfLo,Sometimes I wonder if she's used magic power trade,0
UgxxBQokMQQ6s9bMfAZ4AaABAg.9_McPQ2CGzO9_MeeM8DJz2,I've never heard or seen any of her clients complain of Lost....I think she's just too perfect,0
UgxxBQokMQQ6s9bMfAZ4AaABAg.9_McPQ2CGzO9_MenbtmtTh,@Alex Soares She's not like other brokers that will star telling you stories and excuses why they trade didn't go well after collecting your money,0
UgxxBQokMQQ6s9bMfAZ4AaABAg.9_McPQ2CGzO9_Meui6hOZ7,"A friend that I referred to her just received $7,050 profit after 10 days of investing....I became jealous.. lol",0
UgxxBQokMQQ6s9bMfAZ4AaABAg.9_McPQ2CGzO9_MezWP5Jsq,"My first experience with her gave me the assurance that has made me to invest without fear of loosing, She's awesome we love you❤️",0
UgxxBQokMQQ6s9bMfAZ4AaABAg.9_McPQ2CGzO9_Mf5M7D-bI,"Those scammers they promise to make up to $50,000 profit within the space of 7 days with just $500 to invest and end up not even refunding your capital but she's a woman of integrity, with $500 he will tell you she can only make profit within the range of $4000 to $8,900 and she actually delivers.... she's great",0
UgxxBQokMQQ6s9bMfAZ4AaABAg.9_McPQ2CGzO9_MfCYfC2Bf,Hello anyone there??,0
UgxxBQokMQQ6s9bMfAZ4AaABAg.9_McPQ2CGzO9_MfL51Rf56,🇺🇲➕𝟭𝟱𝟲𝟰𝟮𝟮𝟮𝟲𝟭𝟬𝟲Link up with her and remember to share your experiences with others👆👆,0
UgxxBQokMQQ6s9bMfAZ4AaABAg.9_McPQ2CGzO9_Mfa1EwRam,"Her method surprises me, When I saw testimonies all over the place I thought it was made up stories till I was convinced and gave it a try and honestly I don't regret the move I made because I invested in a big way",0
UgxxBQokMQQ6s9bMfAZ4AaABAg.9_McPQ2CGzO9_MfsI8OyMO,"I'm from Brazil🇧🇷, I and two other of my friends tried her immediately we testified, her performing wondersShe gave her clients nice attention",0
UgxxBQokMQQ6s9bMfAZ4AaABAg.9_McPQ2CGzO9_MgSBmj0vV,"Thanks to you all for your testimonies, it has helped me greatly I thought the were not real but I will now boldly testify... she's strategies is awesomeHer trading last week was boom",0
UgxxBQokMQQ6s9bMfAZ4AaABAg.9_McPQ2CGzO9_MgwfvVNIj,Most people remain poor only because friends and relatives discouraged and advise them against investing and trading forex while the wise ones kept investing and growing higher financially,0
UgxxBQokMQQ6s9bMfAZ4AaABAg.9_McPQ2CGzO9_Mlm4q7M0k,"Mrs Jane has brought me out of the wrenches and to a better living through trading options, I encourage newbies to trade with her, Trade with her and remember to share testimonies with others",0
UgxxBQokMQQ6s9bMfAZ4AaABAg.9_McPQ2CGzO9_MmnD-jB6N,Hello how much exactly does she make of you in every trade,0
UgxxBQokMQQ6s9bMfAZ4AaABAg.9_McPQ2CGzO9_MmqjThtj-,@Nenla Chindo No exact amount but a profit range from $1200 to $5000 depending on the coin fluctuation in market,0
UgxxBQokMQQ6s9bMfAZ4AaABAg.9_McPQ2CGzO9_Mmu1sNkdf,"Hey you're not far from making profits, she has taken care of my account for months now... I have 16 wins and 2 losses so far",0
UgxxBQokMQQ6s9bMfAZ4AaABAg.9_McPQ2CGzO9_Mn9zpMtbi,"When someone is straight forward and good at what he she does, people will always speak for them, for me I would say give Mrs Jane of financial education a try and you be happy you did",0
Ugz1tGpI3K9_p1YDOOh4AaABAg.9ZjMK9pL89C9ZjQ0X6569l,Sean sure as hell is!,0
UgyN2_sT5dl5-DEBAhp4AaABAg.9_ANfikJMpu9_AUrQfv3XL,"@craig clermond Which affects the country the most? Narratives, platitudes, or rhetoric?.. Trick question.. they all do.. and not in a good way.. Not once have I ever voted for liberals.. but unless you want to be a hypocrite that causes more problems than you try to solve.. vote 3rd party.",1
UgyN2_sT5dl5-DEBAhp4AaABAg.9_ANfikJMpu9_AYU6e7IbI,Im sure glad I dident for him ? But 81 million dead supposedly did.,1
UgyN2_sT5dl5-DEBAhp4AaABAg.9_ANfikJMpu9_AbwnnQliO,@Trump WonBig I heard it.. it is not a myth.. you can find it. I gain nothing from lying here.. in fact.. I think you are lying and gain having your cult leader being respected.,1
UgyN2_sT5dl5-DEBAhp4AaABAg.9_ANfikJMpu9_AdLuHDRA4,@Trump WonBig So.. My quote and your quote are identical.. You added the other part as if I took it out of context.. How so? Sounds like the same frat boy tone deaf bs he has always spouted.,1
UgyN2_sT5dl5-DEBAhp4AaABAg.9_ANfikJMpu9_AdQ9B9Qmz,@Trump WonBig Just admit you want the old days back.. where you could own a slave and women couldn't vote lmao,1
UgyN2_sT5dl5-DEBAhp4AaABAg.9_ANfikJMpu9_BxR0SgTNi,President Bidet is very efficient in the toilet,1
UgwfUUHPlv7pAG7bgaB4AaABAg.9ZxOQESxS959_-kWmms484,"@Property Pros yea yea yea ... i like capitalisminflation is a sign of a market chosing an equilibrium. nothing to worry about. Deflation, THAT would  be a problem",0
Ugw4ry8YlMMKrHmMenJ4AaABAg.9ZwAlKj3uEr9ZwRTt18M2-,🤣😂🤣😂 misinformation from Fox!!?? Didn't you watch the video  or see the NYP. Lol,1
UgwEi8qr-D2NDNEa8ON4AaABAg.9_A77wv_oCb9_AK20iSkVd,NATO never invaded a country.,1
UgwEi8qr-D2NDNEa8ON4AaABAg.9_A77wv_oCb9_AKWlfKjxU,@Sad Russian Ruble no the cia didn't eithrt. What a joke,1
UgwEi8qr-D2NDNEa8ON4AaABAg.9_A77wv_oCb9_AMISzngX2,@Leonardo FFauci so don’t say they did,1
Ugz8NaE5q668sOa7tzp4AaABAg.9Zxxxu8dH4a9ZxyYNNLZCT,FOX hurts your feelings? You poor thing,1
Ugw2WHnieQOjJI7Qsfx4AaABAg.9ZWioyF9Ijk9ZWto5-q42I,"Well, Obiden DID send them all FDA approved crack pipe kits.",1
Ugx1iueNtN3TAzOjSEp4AaABAg.9ZiXWNWo7cT9ZieYLTXqY8,"He didn't know he was. Remember, Biden said he's running for the US Senate.",1
UgzNSk3JHPd42zTPYqZ4AaABAg.9Zcx7HgV5_A9Zd0ZUddKVz,it's a type of an UFO ...👽,0
UgxP2RG2rXW3CixxD6V4AaABAg.9ZFHd1QYJTV9ZFPGetRfh7,Did you see him and Steve Scalise standing and clapping for Biden during the State of our Communist State Speech?,1
UgxP2RG2rXW3CixxD6V4AaABAg.9ZFHd1QYJTV9ZFu-5xW3d4,Jim Jordan has earned Speaker when we wipe them out in November.,0
UgzLjtuNJ7lDJJjt98t4AaABAg.9ZxYlpZ-5fB9Zxaue56XSi,"There's a relatively new expression that was invented due to the phenomenon of the proliferation of new, never before seen levels of obtusity.  The expression: A special kind of stupid.",1
Ugw6rMm3FsVhiQV9PA54AaABAg.9ZYQVfK-Duj9ZYWKt4Q4HW,"@123 oie This is what the media told you, but it's not true.  In Russia, responsibility is only for insulting the authorities",0
UgxcIf2lmYHuvYOcFcJ4AaABAg.9ZfktfwqMor9Zfl75_LKS3,While you watch FNC.  🤣,1
Ugz0QHrrW5alQvSkZaN4AaABAg.9_3zP517UaY9_4NNu-bza5,"Perhaps, but the harder they fight the more they drain Russian forces - urban warfare is very expensive, even for the victor! Russian losses are nearing the tipping point already.",1
Ugz0QHrrW5alQvSkZaN4AaABAg.9_3zP517UaY9_5er-sE6SA,@Chris Viking I wouldn't be so sure....,1
UgyeSOtHzUjJGPLImO54AaABAg.9_5Cn6maGuJ9_5D79ctCCm,Her voice is nauseating,1
Ugw8EtB5HqXeZLg6OmF4AaABAg.9_5C9sLEmUP9_5Cb1cSBae,"Up is down, dog is cat.",1
Ugw8EtB5HqXeZLg6OmF4AaABAg.9_5C9sLEmUP9_5D1mOL4rQ,"Makeshift patriot, The flag shop is out of stock.",0
Ugw8EtB5HqXeZLg6OmF4AaABAg.9_5C9sLEmUP9_5FcuFQcmA,Maria is the best,0
Ugw8EtB5HqXeZLg6OmF4AaABAg.9_5C9sLEmUP9_5H39hsnEo,@Steven Smith Are those eyebrows on Nancy' Pelosi's face or...   what the heck are those?!  😆,0
Ugw8EtB5HqXeZLg6OmF4AaABAg.9_5C9sLEmUP9_5MSKtyq67,@Chris Bolin love Maria .. she’s one bad mama,0
Ugw8EtB5HqXeZLg6OmF4AaABAg.9_5C9sLEmUP9_5NcnviQ8x,"@Jim Morrisons’ girlfriend 🎶 Yeah, that's my brilliance for the day - it's all downhill now, may as well just play with the cats :-)",0
Ugw8EtB5HqXeZLg6OmF4AaABAg.9_5C9sLEmUP9_5OGPPvGT0,@SteampunkBelladonna lol I hear that ! I’m out of here too .. just wanted to see if there was a real person who actually likes Biden but as we can tell it’s only bots .. oh well . Enjoy your night!,1
Ugw8EtB5HqXeZLg6OmF4AaABAg.9_5C9sLEmUP9_5PH0dJNFo,REAL patriots help Trump pay his legal bills.,1
Ugw8EtB5HqXeZLg6OmF4AaABAg.9_5C9sLEmUP9_5PZZh6kfr,@Jim Morrisons’ girlfriend 🎶 Doing so - you too!!!,0
UgxITGrwY8134HWC4V94AaABAg.9ZWivB8Y0K09ZWl1Ctj5Ad,thank you Biden,1
UgxU1KCTYz2m9Pf9JvZ4AaABAg.9ZFHy9_QPBL9ZFssoLjjeW,"As, I remember Gordon Chang, he was called out for being a liberal leftist, acting as, a conservative only!! Have a great day, today! Let's Go Brandon Administration, with it's Political Party, say goodbye, 👋 the sooner, the better for all of ""We the People"" of these united States of North America and all Nations of this World!! 🤔😠😤💪🇺🇸",0
UgxU1KCTYz2m9Pf9JvZ4AaABAg.9ZFHy9_QPBL9ZFufZ124pX,Let's go Brandon fjb and democRATS,1
UgxU1KCTYz2m9Pf9JvZ4AaABAg.9ZFHy9_QPBL9ZGExCkGPXt,"Starting tomorrow, it might cost me 300 bucks a week just to get to work and drive around on weekends. I can afford it but who else can?",0
UgxU1KCTYz2m9Pf9JvZ4AaABAg.9ZFHy9_QPBL9ZHG-ENUix_,"C'mon, give the guy a break. He bet his entire career on the collapse of China.",1
UgxU1KCTYz2m9Pf9JvZ4AaABAg.9ZFHy9_QPBL9ZHLaS5wK1z,"@M G. Biden has been a much less unhinged than Trump. Except the war in Afghanistan, I don’t see any major policy changes. Please spare us your childish slogans.",1
UgxU1KCTYz2m9Pf9JvZ4AaABAg.9ZFHy9_QPBL9ZHd32qqjfK,@Aaron Paul the Chinese clown 🤡 basement hiding creepy. Let's go Brandon fjb,1
UgxU1KCTYz2m9Pf9JvZ4AaABAg.9ZFHy9_QPBL9ZK5U03FVSs,@Mike Hunt. I said spare me childish slogans. You clearly don't have a policy critique. You just have a just tribal mentality.,1
UgyQIl9DtRUIXLQtCBZ4AaABAg.9_4FR2-UIEB9_4s3GbI6pP,I think they all need to join the psychic hotline.  I am tired of people speculating as to what Putin is thinking.,1
UgyQIl9DtRUIXLQtCBZ4AaABAg.9_4FR2-UIEB9_4w7Yo8L48,@s w ..especially since it's usually exactly opposite to what he is saying,1
UgyQIl9DtRUIXLQtCBZ4AaABAg.9_4FR2-UIEB9_57a9IyDtD,@comment you are correct.  I'm not his cheerleader but he generally does what he says he will do.  All the speculation is to generate fear and hatred.,1
UgyQIl9DtRUIXLQtCBZ4AaABAg.9_4FR2-UIEB9_5GgrSo1Hc,Yeah you seem to know a lot of stuff that he couldn't verify with anyting,1
UgyQIl9DtRUIXLQtCBZ4AaABAg.9_4FR2-UIEB9_6-DPgECxe,He was paid to say this 🤣,1
UgyQIl9DtRUIXLQtCBZ4AaABAg.9_4FR2-UIEB9_66r64l0sD,@Anson Arnold brilliant 👏,0
UgyQIl9DtRUIXLQtCBZ4AaABAg.9_4FR2-UIEB9_66uKL0WgV,"@Ashley Nichole totally agree,",0
UgyQIl9DtRUIXLQtCBZ4AaABAg.9_4FR2-UIEB9_68Np05GE0,He is not. But he has at least top 3 of them in Russia.,1
UgyQIl9DtRUIXLQtCBZ4AaABAg.9_4FR2-UIEB9_7aAf0LzCr,@Ashley Nichole how much are you paid to come up with this s*** you come up with,1
UgyQIl9DtRUIXLQtCBZ4AaABAg.9_4FR2-UIEB9_8E_t4eF8j,@Steve Williams Probably nothing as common sense is dirt cheep.,1
UgyQIl9DtRUIXLQtCBZ4AaABAg.9_4FR2-UIEB9_8fY39kS75,He's a Ukrainian witch doctor.,0
UgyQIl9DtRUIXLQtCBZ4AaABAg.9_4FR2-UIEB9_KXOFgfS3K,@s w Not so hard. He has a recognized M.O.,1
UgyQIl9DtRUIXLQtCBZ4AaABAg.9_4FR2-UIEB9_KXhhMSdgO,"I'm with Lindsay Graham on this, but that's wishful thinking.",1
UgyQIl9DtRUIXLQtCBZ4AaABAg.9_4FR2-UIEB9_KpTL7cGxj,Analyst. Heard nothing that?,1
Ugz0_Egmr84gsgfevfF4AaABAg.9_5DMO65mFS9_5DfIToRUC,"funny...I don't fear anyone, neighbor or not",1
Ugw-zV97hJjXEaN4jvZ4AaABAg.9ZfqJHE7ZZN9Zg9-hLmHB1,Hello how you doing today ?,0
Ugw1oo1N6QY4u5qhO9Z4AaABAg.9ZvbJpPc9Y59ZwS1bslOpj,Take your meds and call your doctor asap. Peace&love&harmony lol,1
Ugw1oo1N6QY4u5qhO9Z4AaABAg.9ZvbJpPc9Y59ZyBPq6RYCy,What your saying is your opinion and you know what they say about opinions. Enjoy your Sicko46 (if you can) Lol,1
Ugw3W9_my8wSkKbS-GF4AaABAg.9ZiUW1Iw1fA9ZjGkQm81vW,' Laundrymat' ?   You should have finished school.,1
Ugw3W9_my8wSkKbS-GF4AaABAg.9ZiUW1Iw1fA9ZjGsQCB_NV,Why don't you do that. The rest of us are busy living our lives.,1
UgzYXyHxpK7TKishRbp4AaABAg.9_58V-mstDA9_5CjMhivWu,"Possibly.But working against Putin now, his old system what he believed in failed, he may work still for russia but not the current president.",0
UgzxE0opFPQOMAc9IPd4AaABAg.9Zx2koVtIMs9ZxKAsNye0r,Yes but if you get it wrong you end up paying a higher price on the long run...,0
UgzxE0opFPQOMAc9IPd4AaABAg.9Zx2koVtIMs9ZxLbPgUrwH,Modhi is the OG nationalist populist,1
UgzxE0opFPQOMAc9IPd4AaABAg.9Zx2koVtIMs9ZxLkTNnVAH,@altar7 Haha 😂 your statement goes both ways as well. The problem with the western nations especially the US they believe that every country interests is the same as them.,0
UgzxE0opFPQOMAc9IPd4AaABAg.9Zx2koVtIMs9ZxTsevm733,@MA 292 Only time will tell 😉,0
UgzxE0opFPQOMAc9IPd4AaABAg.9Zx2koVtIMs9ZxVusS7e3d,@qwertyuiopas this dude thinks the Caste system wasn't outlawed 🤣,1
UgzxE0opFPQOMAc9IPd4AaABAg.9Zx2koVtIMs9_8B1WiEiXL,@Emiliano PimentelIndia stands with India on russia ukrain war.....,0
UgzTRLp5VGkzGq-wjKV4AaABAg.9_F_73piwQv9_L43oRnERF,Nope,1
UgxULy5y5hysV75ctpd4AaABAg.9_5WlMHBjgI9_5ySPOs_2b,"He does still and still is attracted to females ,and still gets to use the locker room with the rest of the girls",0
UgwtxduOUQVwtMbEijB4AaABAg.9_DDujZUZ_x9_DcflgmiQP,Why does it matter though?,0
UgwtxduOUQVwtMbEijB4AaABAg.9_DDujZUZ_x9_Dgq2Gi9qh,@Brenna Courson R U re-tarded ?? because she will make rulings based on biology .. you people man..,1
UgwtxduOUQVwtMbEijB4AaABAg.9_DDujZUZ_x9_DjCi-fQle,Wait why would a ruling be based on biology?,0
UgzthI-4h0nEtS8W8HZ4AaABAg.9ZYLO4xGQYW9ZYRenGq7Yr,What covid?  Forgot already,0
UgzthI-4h0nEtS8W8HZ4AaABAg.9ZYLO4xGQYW9ZYRsmD9gio,@Beatz I'm not a conservative.,0
UgzthI-4h0nEtS8W8HZ4AaABAg.9ZYLO4xGQYW9ZYRxZNK0FH,@Gregor Renko Music these people are sick in the head,1
UgzthI-4h0nEtS8W8HZ4AaABAg.9ZYLO4xGQYW9ZYS21eOBcr,"@DMEseter I know, just make fun of them until they go away. 😂",1
UgzthI-4h0nEtS8W8HZ4AaABAg.9ZYLO4xGQYW9ZYWp71FekW,I live in a blue state and there hasn't been a lockdown here in nearly a year,0
UgzthI-4h0nEtS8W8HZ4AaABAg.9ZYLO4xGQYW9ZYikGitoF2,"@Hoodoo the Clown Boston had a strict one for two days. The mayor is dyslexic, she read the narrative backwards.",1
UgzthI-4h0nEtS8W8HZ4AaABAg.9ZYLO4xGQYW9ZeHbr_Brdh,@Hoodoo the Clown fr,1
Ugy52Q_mdUnsV36md694AaABAg.9_3yNf2RJE-9_6f-gGr8sX,Russia lost millions of dollars of tank equipment in the first two weeks. Their multi-million dollar tanks getting towed away by Ukrainian farmers with tractors 😂now if only I could do that to Joe Biden's car😂,1
UgwlLOrPjXHtvtNBB2l4AaABAg.9ZiUindjyho9ZjKPfiGFsh,Could you not be bothered to think of anything?,1
Ugxu2FM9YE31TtPsRMp4AaABAg.9ZYJXPwKxZs9ZYKebX8oTk,Grocery shopping has now become a second mortgage.,0
Ugxu2FM9YE31TtPsRMp4AaABAg.9ZYJXPwKxZs9ZYKekDxwdO,AMEN!!! Let’s Go Brandon!! 🗽🇺🇸🗽🇺🇸🗽🇺🇸🗽🇺🇸🗽🇺🇸🗽🇺🇸🗽,0
Ugxu2FM9YE31TtPsRMp4AaABAg.9ZYJXPwKxZs9ZZZeWbpVwj,the chant of  easily distracted simpletons across the united states,0
Ugxpb2bZb7uMilZQaQB4AaABAg.9ZxceYnRT3o9ZyH1z9srWv,trump said he wont go this time either.,1
Ugw93Lc_HsCStzMhyod4AaABAg.9ZFJ8efpBhh9ZFRrcstxAM,Do include Lindsey in the list.,1
Ugw93Lc_HsCStzMhyod4AaABAg.9ZFJ8efpBhh9ZFtHjcLvKT,@Brandan Ellis Things were beautiful when he was in office.  But only productive people may have noticed that.,0
Ugw93Lc_HsCStzMhyod4AaABAg.9ZFJ8efpBhh9ZFupydqApg,@IMO I have an Firefox browser extension that can auto-generate wittier remarks than the one you just posted.,0
Ugw93Lc_HsCStzMhyod4AaABAg.9ZFJ8efpBhh9ZFvDjJDadW,"@Personal info Let's hear a few, champ.",0
