replyID,relpy_text,hatespeech_or_not
Ugy_eoNjnOpYLEVtjHp4AaABAg.9YTXUTAI3aG9YTnCm0zF9u,검사가 했다네요<br>판검사도 책임 물어야하는 법개정필요합니다,0
UgwX_cU2fkE1L6vaI_h4AaABAg.9YTVQ3pycqv9YTwHPwCyCN,경찰은3분안에출동했고  욕할거 없음,0
UgwhLeZuD-oF2aTWMNt4AaABAg.9YTV2KTlYjF9YTl9RNd7F-,일이 살인나면 판사에게도 책임을 <br>묻는 법개정합시다,0
UgwhLeZuD-oF2aTWMNt4AaABAg.9YTV2KTlYjF9YTvwWvfSFf,기각시킨건 판사가 아니라 검사입니다,0
UgwhLeZuD-oF2aTWMNt4AaABAg.9YTV2KTlYjF9YV3xJFwCOy,@ㅑㅑ ㅋㅋㅋㅋ영상보고오셈 ㅋㅋ,1
UgxH7B1wveSeeQYMVSp4AaABAg.9YXoBrXqVfS9Y_Wrd1Z0-x,도사 만나고    목사 만나고  미신믿꼬   도테이해불가   헉     ㅋ ㅋ ㅋ,1
UgyIY_cNhb1TP5r5PG94AaABAg.9YXE8JfpV3r9Y_JdTuT6gc,나라를  워해  웃기네   지욕심에 배는게없는  사람이,1
UgyIY_cNhb1TP5r5PG94AaABAg.9YXE8JfpV3r9Y_WdUSThJE,도사  만나고   목사  만나고   어쩌자는거지,1
UgwF4m-xMgpAJDqmbxV4AaABAg.9YV_TOcNUv59Y_XZhV84j9,거짓으로 학위여기저기  그런 나람  존경    ㅋ  ㅋ  ㅋ  세상  잼  ㅋㅋㅋ,1
UgzNm64iiwpjktCesNB4AaABAg.9YVXmJcRVxl9YWf2bd9aGR,후보일뿐인데여사님이라니!.  이거여삿일이아니네?,0
UgzdTbeGrcAhKm-wSvl4AaABAg.9YU_BE27G169YU_qnHUGzv,건희님<br>끝까지 처신 잘하세요<br>윤대통 되는 날 까지,0
UgzdTbeGrcAhKm-wSvl4AaABAg.9YU_BE27G169YUs6ZBs9BV,성형 얼굴    마이클 잭슨   분위기   내슝 이   멋있다     하긴 제는에     안경  ㅎ  ㅎㅎ,1
UgzdTbeGrcAhKm-wSvl4AaABAg.9YU_BE27G169YVaLuTcUD6,ㅁㅊ,1
UgzdTbeGrcAhKm-wSvl4AaABAg.9YU_BE27G169Y_EpsyUg9l,건희 괜찬따는시ㅡ람들 은   ㅎ  ㅎ   끼리  끼리  ㅎ ㅎ~~~#,0
UgzdTbeGrcAhKm-wSvl4AaABAg.9YU_BE27G169Y_EuMaskau,원래 인간은   끼리   끼리~~~~,0
UgzdTbeGrcAhKm-wSvl4AaABAg.9YU_BE27G169Y_G-bxj52I,@박문경야<br>김건희여사님<br>존경합니다,0
UgzdTbeGrcAhKm-wSvl4AaABAg.9YU_BE27G169Y_Gkhvq0Fn,@이미화 끼리 끼리   너나 잘해라,1
UgzdTbeGrcAhKm-wSvl4AaABAg.9YU_BE27G169Y_K8-6R140,혜경씨 이해합니다  얼마나 힘들겠써요 가정꾸리면서  아래사람한뎌 초밥시곃따가  아주 격는데시간지나면   도또리키재죠  건강  힘쓰세요  화이팅♡,0
UgzdTbeGrcAhKm-wSvl4AaABAg.9YU_BE27G169Y_KHnyA_eX,@이미화 ㅋ  ㄲㄹㄹ  ㄷㆍㅇㅇ,0
UgzdTbeGrcAhKm-wSvl4AaABAg.9YU_BE27G169Y_KVockhd-,ㅂᆢㅅㄲㄹ가<br>ㅎㄴㆍ,1
UgzdTbeGrcAhKm-wSvl4AaABAg.9YU_BE27G169Y_LzvVdfCZ,@박문경야<br>김건희여사님  존경합니다,0
UgxE55MY8bTfdGPq62Z4AaABAg.9YTlS4UqSTk9YVfhR9oV03,맞아요..어디,0
UgzhmPhraZHPaUiR80R4AaABAg.9YTjjnaw2CE9YTqEHUat8O,그르게요<br>배씨 잡아족처야는데,1
UgzhmPhraZHPaUiR80R4AaABAg.9YTjjnaw2CE9YVfqOO2Pqz,세금내기싫다,0
UgxZisI4ZJnsud253CR4AaABAg.9YTjfAXAyUU9YTspOX0HXH,김건희 죄를 하나도 모르신분이네,0
UgxZisI4ZJnsud253CR4AaABAg.9YTjfAXAyUU9YUSEVNUXZX,@Soon Park 비교할걸 하세요  저런인성으로 무슨 나라를 다스린다고 지나가는 개가 웃을일이네요,1
UgxRE4CrUntbz1Oy0rB4AaABAg.9YTi9P0jtwV9YTwrV4lwgn,거기15만원이랍니다 위에 올라갔다 내려갔다 하루에도 몇번하는데,0
UgzR2UvFUbrqrwgEXed4AaABAg.9YTfk1t2Xhu9YThY5ogtMu,하나님은 무속을 싫어하셔요...^^,1
UgzR2UvFUbrqrwgEXed4AaABAg.9YTfk1t2Xhu9YTiBL02VTB,@김재우 <br>공감합니다,0
UgzR2UvFUbrqrwgEXed4AaABAg.9YTfk1t2Xhu9YTrNhHh5gO,ㅎ 하나님께서  건희 말  들어줄런지 궁굼 ~~~,0
UgzR2UvFUbrqrwgEXed4AaABAg.9YTfk1t2Xhu9YULUUfPZIg,신이시여. 바쁘시겠군요,0
Ugxg3kDUCbOdGPK0c9J4AaABAg.9YTePZc7Vxr9YTl9kNhHN0,도 닦으신다는 분한테 아멘은 아닌거같은데...,0
Ugxg3kDUCbOdGPK0c9J4AaABAg.9YTePZc7Vxr9YTsebSUjSv,아멘 소리가 웃긴다 무속인한테,0
UgyXFFEiT19G3tMO4dp4AaABAg.9YTeIUHzZg69YTj969KIDl,ㅋㅋ ㅋ 웃긴다,0
UgyXFFEiT19G3tMO4dp4AaABAg.9YTeIUHzZg69YTkUaVHDyh,"@이정숙 ㅋㅋㅋ<br>나도 웃긴다<br>흠잡을게 없으니 소고기,초밥타령<br>주가조작으로 30억 넘는 이익으로 개미 피 빨아먹은건 아무것도 아니라고 생각하니.<br>아주 웃긴다",0
UgyXFFEiT19G3tMO4dp4AaABAg.9YTeIUHzZg69YTw9xPZ0TU,@윤윤희 맞아요,0
UgyXFFEiT19G3tMO4dp4AaABAg.9YTeIUHzZg69YUpP1Ad9ZQ,어떻케 나와 챙피해서,0
UgyXFFEiT19G3tMO4dp4AaABAg.9YTeIUHzZg69YVZqvim1M_,ㅋㅋ ㅋ 큰 도독 대장동,1
UgxKVBk06r6YhmO-02J4AaABAg.9YTdSCbrVd_9YToSX50G12,Huh.,0
UgxKVBk06r6YhmO-02J4AaABAg.9YTdSCbrVd_9Y_EfzchSNP,목사님   만나서    또  내슝  떨고했겠지요  안봐도   비디오,1
UgxKVBk06r6YhmO-02J4AaABAg.9YTdSCbrVd_9Y_LP7CTCHg,거듭나면  좋으련만   그게 아무나데나요  회개해야지~~~.,0
UgxKVBk06r6YhmO-02J4AaABAg.9YTdSCbrVd_9Y_VoF9TO1g,@박문경 본인은 거듭났나요? <br>회개의 의미는 아시나요? <br>대한민국을 걱정하시는 분 맞다면 <br>공산화는 막아야 합니다. 그래서<br>이재명 보다 윤석열 이어야합니다.,0
UgxKVBk06r6YhmO-02J4AaABAg.9YTdSCbrVd_9Y_XFPUBcdA,ㄱ,0
UgxKVBk06r6YhmO-02J4AaABAg.9YTdSCbrVd_9Y_XK2FOH7Z,ㄲ  ㄱ   ㄸ   ㅈ ㅁ,0
UgxKVBk06r6YhmO-02J4AaABAg.9YTdSCbrVd_9Y_Y9mtdC1q,@Sophia Lee 물어보는 사람  신천지사람??,1
UgxKVBk06r6YhmO-02J4AaABAg.9YTdSCbrVd_9Y__zwfjC53,@박문경  그럻게 사람에대해 함부로 말하고 그이상의 생각으로 사람을 판단하는것이 잘못된 거라는걸 생각해 보셨나요?,0
UgxKVBk06r6YhmO-02J4AaABAg.9YTdSCbrVd_9YfByjSs5bb,@박문경  참고로 나는 신천지 사람<br>이닙니다.  그쪽으로 몰아가지 마세요!,1
UgwVjsNBvI_K5JZVHkR4AaABAg.9YTbzaV0wRW9YVswu1Zl_6,거기  문제인 이재명 김혜경 이름도   <br>붙어  있었는데 왜요?,0
UgzLQan4Vk_qcH5SpRV4AaABAg.9YTbtGfubu59YTwxoPOxmm,정답인데요 그래도 빠순이는안대요,1
Ugw2ByUdzGNeBaO1beN4AaABAg.9YTb3h3vCTP9YTinnzW8hW,뭘 좀 알고편드시지 참~~<br>국민세금으로 음식 몰래사먹은여자  뉴스 계속 나오는데도 아직 이해안되는사람 있으니 북한주민들 뮛모르고 박수치는격이네요,0
Ugw2ByUdzGNeBaO1beN4AaABAg.9YTb3h3vCTP9YU9r6XjZNF,눈물젖은빵을 먹어본 사람들의 두가지 부류  일 당한걸 되갚는다  이 조금이라도 베풀면서 살려고노력한다,0
Ugw2ByUdzGNeBaO1beN4AaABAg.9YTb3h3vCTP9YURbqXyJBi,맞습니다~,0
Ugw2ByUdzGNeBaO1beN4AaABAg.9YTb3h3vCTP9YV_aICbhPZ,눈물젖은빵이아니고 법카등심 초밥입니다,0
Ugzfb00mlHt59aQhAbZ4AaABAg.9YTaz9dcBWB9YViUREIfD9,공감,0
UgxjY-wd0f9_tyyQu0Z4AaABAg.9YTakJbUbx59YTc39xcsOG,그냥 민주당에서 대장동 덮으려 건수 하나 잡으려고 아무거나 던진거지~,0
UgwI0mvR_Wa_zYrzpNB4AaABAg.9YTaBFwU4Ab9YW-PpQcL5l,@DG J님<br>댓글  💯💯💯,0
UgwVd9cxvFx_rMoGDSl4AaABAg.9YTZm4Tf0a99YTbbFRF3uu,이가는 수원지검에서 수사 안하고~ 윤가는 중앙지검에서 수사 안하고~,0
UgwzTK0NtsaMahfgFvF4AaABAg.9YTZjqcR2xC9YTh0KGn1CJ,자식도 성인이면 남이라는데 교육은 끝났지요. 뻔뻔함의 도가 넘는~~ 잘되면 내 자식  도박하면 남,1
UgyUg0cC8gJhj9TcAvB4AaABAg.9YTZh0VMNd09YTgMTbh7Ka,쥴리라는 거짓말 아직 믿는 분이 계시네.<br>어디가서 그런말하면 남들이 웃어요.<br>사실이 아니라는 거 대부분의 국민들이 아니까요.,0
UgyUg0cC8gJhj9TcAvB4AaABAg.9YTZh0VMNd09YTgk35sIXJ,@JS 그럴까요...?,0
UgyUg0cC8gJhj9TcAvB4AaABAg.9YTZh0VMNd09YTkq-FJMtn,@JS 줄리로 살았던 안살았던 과거라 말안할께요<br>도이치모터스 주가조작으로 30억 넘는 이익 챙긴건 괜찮은건가요?<br>수많은 개미들의 피눈물입니다,0
UgyUg0cC8gJhj9TcAvB4AaABAg.9YTZh0VMNd09YUTVbmQtMV,@ Ezgi  그런 김건희가 왜 대선 판에 못나타나는지는 생각해보면 어떨까요...<br>김혜경도 못나오는 이유를 잘 아실거라고 생각되는데요...,0
UgyUg0cC8gJhj9TcAvB4AaABAg.9YTZh0VMNd09YUpsV8g3b3,@윤윤희 주가조작한 사람이 김건희라고 한 건  kbs방송 오보라고 합니다. 잘 알아보세요.,0
UgyUg0cC8gJhj9TcAvB4AaABAg.9YTZh0VMNd09YUqHPzncVj,@주식대박 선거판에 꼭 나타나야하나요. 김건희는 김혜경처럼 전업주부도 아니네요 그리고 공무원 불법수행 안받고 살았네요,0
Ugw6C6Ir29RoWo-8BJJ4AaABAg.9YTZ_B_2ZPt9YTagb-j34u,안됨!!! 마기꾼이라~ 아! 내눈!,1
UgxWvILkheZ4vyEFRHd4AaABAg.9YTZXrmx3jx9YThs9Jd8WZ,피같은 내세금돌려주라~~~,0
UgzfKYd0FysJQ_wHj-d4AaABAg.9YTZTmLEIL99YTxFh2ePWa,못배워서 그래요,1
Ugxywhm1YT6FWLMXekd4AaABAg.9YTZLU5oRCx9Y_7buY8g5j,우리딸도  박사공부 하고 학위 따구 십년넘게 공부하고 난  애기봐주고  건희는   가짜박사타니시간    마나서 성형 할시간이  많찌~~~,1
Ugxywhm1YT6FWLMXekd4AaABAg.9YTZLU5oRCx9Y_7kzZslGL,박사는 아무나따는게 아녀요  시간 넝없코  잠자는시간도 아깝께박사따는건데,0
Ugxywhm1YT6FWLMXekd4AaABAg.9YTZLU5oRCx9Y_81hGtzHk,성형그정도 고칠려면반년은  넝게걸리고  몇번이나 햏쓰니  3~4시간 성형때문에  박사못따지?!!!,1
Ugxywhm1YT6FWLMXekd4AaABAg.9YTZLU5oRCx9Y_8BpF3yP8,박사는  아무나따는것이  이님니다   내딸이  박사  과정 했끼때운에  아주 잘알죠,0
UgzdJRpf1oL6aZ71IAp4AaABAg.9YTZLQzdDXt9YTaXwni0SL,누구한테??? 정답! 굄뭔,1
UgwzeZJHRslNrtvezFV4AaABAg.9YTZJAu7D3Y9YTsKH_AlOT,공무원들이 법차 안쓴사람 있나? 법카 안쓴사람 있나?,1
UgwzeZJHRslNrtvezFV4AaABAg.9YTZJAu7D3Y9YUyKPbpWF8,@Soon Park / 모르면서 지저귀지 마라 <br>일반공무원이 법카쓰면 감사를 받게 된다 <br>사용한거 하나하나 따진다,1
Ugza_Ae4-DDPe8D7irR4AaABAg.9YTZB9QpbBV9YTskgWxQd9,김혜경이 벌 받을일이면 건희는 평생 감옥에 있어야해요,1
Ugza_Ae4-DDPe8D7irR4AaABAg.9YTZB9QpbBV9YYVsFE9vNn,"남의 여자분한테  여사라고 하지  건희야 하냐, 그렇게  말하는  사람도   인성 이바닥  일세",1
UgxMGLUHlKYe7P82ttJ4AaABAg.9YTYyktGzLK9YTsauS40Gj,147억 50억 23억 보다 중하니?,1
UgyOTQTOBUr3wbrCNzt4AaABAg.9YTYKoCsELR9YT_YJvc2IJ,사모님은 부선씨 아닐까요,1
UgyOTQTOBUr3wbrCNzt4AaABAg.9YTYKoCsELR9YTcg-5XEGM,부선씨 맞아요,1
UgxGeUtG_R_9BpGSQlB4AaABAg.9YTY7h2pcNY9YTn41kcLlz,원래선거철되면  지방선거때도  여당이나 야당이나 큰교회가서인사드리고해요..선거때마다...<br>표심전략차원인지...민주당이나  국민의힘이나 둘다 순복음교회많이가더라구요....아님 지방 유명교회방문하고..,1
UgxGeUtG_R_9BpGSQlB4AaABAg.9YTY7h2pcNY9YYUg00kTsk,법카가 네카드냐  하트 아무데나 날리지말고   없는사람들  마음 헤알려  행동하라 김혜경  법카가  네용돈 카드냐?  별짓거리 다하고 다니네  지사부인이  큰벼슬인줄  착각하네  국민세금낸걸로  호의호식  하고 다녔네    관용차도  자기가 타고다니곶  비서가 뭐가  필요해  공무원을   자기   수발드는  일을시키게   참 바닥 인성이네 ㅊ ㅊ,1
UgxxQLmBEgesOzllr8d4AaABAg.9YTXsg6M15T9YTw_z8YGwW,정신차리세요,1
UgyOKAI1iIjyC1eABG14AaABAg.9YTXg1IjPKQ9YTs9b9dsqp,어려운 말 하지마라,1
UgyOKAI1iIjyC1eABG14AaABAg.9YTXg1IjPKQ9YUMSNSyIsX,그 많은 음식은 누가 다<br>먹었나   남이 해준밥이 맛있다,1
UgyOKAI1iIjyC1eABG14AaABAg.9YTXg1IjPKQ9YUnwmUcypg,사기꾼  부부 교도소로,1
UgyOKAI1iIjyC1eABG14AaABAg.9YTXg1IjPKQ9YVUgAMWiD1,@Soon Park 그만큼 니네들이 지능수준 &quot;밑바닥&quot;이 라고 하는거야ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
UgyOKAI1iIjyC1eABG14AaABAg.9YTXg1IjPKQ9YVmBLdDpz_,김 부선 첨 에는큰소리 뻥 쳐놓고 지금은 숨죽이고  ㅎ,1
UgyOKAI1iIjyC1eABG14AaABAg.9YTXg1IjPKQ9YYQqjXkj5r,ㅋㅋㅋ,1
Ugwef-XrGTonhHMSibx4AaABAg.9YTXYujXvcA9YTkHdlaa0j,안 봐도 비디오,1
Ugwef-XrGTonhHMSibx4AaABAg.9YTXYujXvcA9YTlH9HUGXB,혜경씨가그나마 나으네     건희보단,1
UgxQsQF8b79rj3eAnkB4AaABAg.9YTWxulQy0i9YTaGntbSlv,이대로 가면 근신하다가 청와대로 가겠어~ 정말 싫지만 여론이 그러니... 안타까워~,1
UgwvRBwOvD50Sxt1d7B4AaABAg.9YTWxUFnqtI9YTYeDIBt5O,"김장환 목사께 죄를 뉘우치러 간건지, 예수께 죄를 뉘우치러 간건지...",0
UgwvRBwOvD50Sxt1d7B4AaABAg.9YTWxUFnqtI9YTmMlmJTbD,원래  정치인들  선거때마다 민주당이나 국민의힘이나 큰교회...순복음교회에 인사하러가더라구요...옛날  민주당  박영선씨도 조용기순복음가서인사드리고하더만요..지방선거때....진심인지무엇인지...표때문인지...,0
UgwvRBwOvD50Sxt1d7B4AaABAg.9YTWxUFnqtI9YVXSPkk4P1,아멘~~,0
UgxoXXD-gNgJKDVTEc14AaABAg.9YTWmmRWqVJ9YTXXtoUbgm,참 <br>나중에봐요,0
UgxoXXD-gNgJKDVTEc14AaABAg.9YTWmmRWqVJ9YTxWl2_fyA,무식하네요 참,1
UgyRD0YUxYRGLTN4GRl4AaABAg.9YTWQ_gAKlH9YTXI1LmsCf,팩트체크 하시고 글 올리세요,0
UgyRD0YUxYRGLTN4GRl4AaABAg.9YTWQ_gAKlH9YTlxQpi3XU,@gygwh 팩트체크는 님이 하셔야 할듯,0
Ugw5JuGSYNPPRPMG7UV4AaABAg.9YTW94uL3KR9YTXnvWU_NU,댁은 점 안보시나,0
UgzvIn28F-tNoN7KHB54AaABAg.9YTW1iRR7Sk9YTWe5v_McL,모지리,1
UgzvIn28F-tNoN7KHB54AaABAg.9YTW1iRR7Sk9YTWldoMe5f,진짜모지리,1
UgzvIn28F-tNoN7KHB54AaABAg.9YTW1iRR7Sk9YTXint2Ged,집을 팔은거잖아 (매매 대금)그냥 돈 받은게 아니라,0
UgypqMr02rOsRzTfUeF4AaABAg.9YTW-BUXd339YTsT0ljUEQ,별 거지같은 말 할말이 그렇게 없어?,1
UgymTNmzRPs3k1c-yoB4AaABAg.9YTVNcQdDap9YTwkjTvAzN,주가조작으로 파눈물흘란개미는,0
Ugw_Io61akv29ggj7vp4AaABAg.9YTV6K47KPM9YTvXexeBwt,법카로 밥좀먹은거가 머그리 뻔뻔한가 주가조작에 화류계 꽃뱀에 경중의 차가 뭔지모르나,1
Ugw_Io61akv29ggj7vp4AaABAg.9YTV6K47KPM9YUvCvKomme,@Yean Pj 개인법카하고다른 세금법카<br>국민세금을 내돈처럼 차원이 다른스킬~~,0
Ugyxs-_-3qCTtTaZfDp4AaABAg.9YTUxahtAXw9YTcmZlrw7v,도둑ㄴ.낯착도 두껍지요,1
Ugyxs-_-3qCTtTaZfDp4AaABAg.9YTUxahtAXw9YTdjGcgRGh,@정병준 이들부뷰 낫짝들고 국민에게 무어라.주절이주절이<br>호남간다잔아유 마음이<br>바다같나 나라을 아주아주사랑하나 아님 이부부와 공통성 조국부부 문재이부부<br>송영길부부는 어떤신기루 궁금,0
UgzCnZ4JqMPpX_sGcTp4AaABAg.9YTUq5RXLK89YTWmtm4WES,A소가죽 벗긴거 눈으로 직접<br>보았나~^!!???,0
UgzDtZfYRNvDeGw3gON4AaABAg.9YTUnqAyR7c9YTWMZYAVrF,건희는  건희는 한번도 못나왔지  까르르,1
UgzDtZfYRNvDeGw3gON4AaABAg.9YTUnqAyR7c9YTYR4MbV1O,@한미진 미진아 걍 자라,1
UgzDtZfYRNvDeGw3gON4AaABAg.9YTUnqAyR7c9YTcw8yuxci,@한미진 건희는 내가 낸 세금으로 초밥 소고기 사먹지는 않았다,1
Ugyg8QcHfnhcsQB7fGt4AaABAg.9YTUi-YT3Vz9YTXVKSVzyJ,빨리 나와서 역겨움 보이길!!!!,1
Ugyg8QcHfnhcsQB7fGt4AaABAg.9YTUi-YT3Vz9YYWKDKkAP6,뻔순이 김혜경   국민세금으로   아주  똥차게휘젖고  다녔네,1
UgzPuiWkP8QqfnmtzZJ4AaABAg.9YTUbAMR1vI9YTUw2YDrS6,넌 달에서 왔냐?<br>아직도 주가조작얘기<br>하니,1
UgzPuiWkP8QqfnmtzZJ4AaABAg.9YTUbAMR1vI9YTV84TXUhB,@Myung Kim뻔한걸아니라고굳세게믿는건뭐지,1
UgzPuiWkP8QqfnmtzZJ4AaABAg.9YTUbAMR1vI9YTWUjn6jwz,주가조작아니라네kbs  오보였다네,1
UgzbaBpWMpLjqo_aZot4AaABAg.9YTUOFVlf2l9YT_98xDbkq,"@한미진 건희도 똑같음~ <br>철면피의 끝판왕~ 김건희 그리고 혜경궁<br>그렇게 조작질로 돈해먹구, 나라세금 해먹구<br>내 남편 찍어달라고,<br>선거운동한다구?<br>참! 기가막히고~ 코가막혀서<br>말이 않나오네~ 됐니?????!!!!!!!",1
Ugz0cqH9Mdab-lUMvRJ4AaABAg.9YTU3zKt-j19YTVDBAyhTL,김장환  목사님을  만나신건  너무너무   잘 한거예요<br>목사님 을  통하여  구원의  말씀 도  들으시고  귀한  하나님 의  백성으로 거듭나서  훌륭한   우리나라   대통령 부부가  되시길  기도합니다,0
Ugz0cqH9Mdab-lUMvRJ4AaABAg.9YTU3zKt-j19YTW6ZRumVt,@이경옥 이여자 왜이래,1
Ugz0cqH9Mdab-lUMvRJ4AaABAg.9YTU3zKt-j19YTY5FKso3Y,@꽃보다사람 이사람 왜그래?<br>틀린소리 안했구만ㅡㅡㅋ<br>정신 차리셈,1
Ugz0cqH9Mdab-lUMvRJ4AaABAg.9YTU3zKt-j19YTdRQSVxW7,@박미순 저주  퍼부우면 시원하세요~?<br>너무그렇게 살지마세요<br>자식에게 부끄럽지 맙시다,1
Ugz0cqH9Mdab-lUMvRJ4AaABAg.9YTU3zKt-j19YTlYWilf33,이명박도  김장환목사한테 많이 상담받아왔는데....상담은 받을수있죠...,1
Ugz0cqH9Mdab-lUMvRJ4AaABAg.9YTU3zKt-j19YUDnZIu5Nw,@M S 어처구니가.<br>당신도 같은과입니다<br>난.천사입니다.그러지마세요<br>ㅡㅡㅋ,1
Ugz0cqH9Mdab-lUMvRJ4AaABAg.9YTU3zKt-j19YUEfufIj-p,@이영순 당신이 하신 말씀이 더 무섭네요<br>살면서 죄를 지었으면벌을받아야.하는거 아닌가요?모든행실을 하늘을 가리라하니 그런말한건대.그리고 그죄를 감추려는자.감춰주는자.똑 같은사람이라.성경에서 배웠어요.똑바로 정신차리세요,1
Ugz0cqH9Mdab-lUMvRJ4AaABAg.9YTU3zKt-j19YUEnXxcbQ4,어찌 신천지단체에서 하늘을 가릴라하십니까?,1
Ugz0cqH9Mdab-lUMvRJ4AaABAg.9YTU3zKt-j19YUou_uFQKf,@박미순 천사라구요? 헐~  근래들은말중 제일 웃겼습니다.,0
Ugz0cqH9Mdab-lUMvRJ4AaABAg.9YTU3zKt-j19YUtWRfA627,@M S 웃으셨다니 다행이네요<br>서로가 코로나 시국에힘드셨을건대<br>그나마 ^^<br>김건희는 조작 인생이니...<br>님잘판단 하시구요.ㅡㅡㅋ,1
Ugz0cqH9Mdab-lUMvRJ4AaABAg.9YTU3zKt-j19YV8viFs9h3,교양있는척했다가<br>마지막~ 와~~김건희랑대학교 친구냐?싸롱에?,1
Ugz0cqH9Mdab-lUMvRJ4AaABAg.9YTU3zKt-j19YVW-0jSE39,@박미순 수시로 말 Jonna게 잘 바꾸는건 리재명인 데??그리고 미순이 넌 정신병원에서  정신감정 받았냐 ??안받았으면 얼른 받고 치료부터 받아라 그게 답이다<br>ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
Ugz0cqH9Mdab-lUMvRJ4AaABAg.9YTU3zKt-j19YVW1LC4Bx-,@박미순 수시로 말 Jonna게 잘 바꾸는건 리재명인 데??그리고 미순이 넌 정신병원에서  정신감정 받았냐 ??안받았으면 얼른 받고 치료부터 받아라 그게 답이다<br>ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
Ugz0cqH9Mdab-lUMvRJ4AaABAg.9YTU3zKt-j19YVXhp5oWK4,@しようきんし{사용금지} 난 이재명 찍을깨<br>넌 윤도리 찍어,1
Ugz0cqH9Mdab-lUMvRJ4AaABAg.9YTU3zKt-j19YV_LKFs4wV,@박미순 응 &quot;석열이형&quot;한테 표 줄려고 했는데??그 리고 너의 세금/재산 리재명한테 꼭 털려라~^^,1
Ugz0cqH9Mdab-lUMvRJ4AaABAg.9YTU3zKt-j19YVaWBbv5ys,감옥행,0
Ugz0cqH9Mdab-lUMvRJ4AaABAg.9YTU3zKt-j19YVkCN3qcJc,@박미순 그럼 죄를 지은 이재명 김혜경은 당연히 벌을 받아야 되겠네요 당신 말대로라면,1
Ugz0cqH9Mdab-lUMvRJ4AaABAg.9YTU3zKt-j19YVmOaYpEr7,"@나영희 무슨죄를?<br>거니.윤도리만할까요,<br>기다려 보세요.조만간 알려지니ㅡㅡ",1
Ugz0cqH9Mdab-lUMvRJ4AaABAg.9YTU3zKt-j19YVrfnu7kWD,@박미순 이재명 죄가 적다고 생각하나요? 무슨 생각으로 이런 말씀을 하시는지 공산주의 세상에서 상상도 할 수 없는 새로운 세상에서 살고 싶으신가요?,1
Ugz0cqH9Mdab-lUMvRJ4AaABAg.9YTU3zKt-j19YVrndfGz0e,북한이 좋으신지? 멸공!!!,1
Ugz0cqH9Mdab-lUMvRJ4AaABAg.9YTU3zKt-j19YVrytWF5LS,최선이 아니라 차선을 선택하는거죠,0
Ugz0cqH9Mdab-lUMvRJ4AaABAg.9YTU3zKt-j19YVto0ll-FL,@나영희  대장동에서 법카로 카드깡하면 대장암 걸린답니다 ㅋㅋㅋ     멸공!!,1
Ugz0cqH9Mdab-lUMvRJ4AaABAg.9YTU3zKt-j19YVvksQuymg,@J. HN <br>성령님 임하신  무속인 스님 많습니다<br>우리 모두 다 우상 미신의 영향을 받는 삶 가운데서 예수님이 구원 하셨습니다<br>목사님 통해서 예수님 영접하고 성령님이 김건희씨에게 임하시길 축복합니다,0
Ugz0cqH9Mdab-lUMvRJ4AaABAg.9YTU3zKt-j19YVwtSl269l,@김지현 <br>아멘입니다<br>이번에 두분 마음에 예수님 영접 하셨을것 같습니다<br>지금까지 되어지는 일들을 보면 하나님께서 구원도 하시고 대통령의 사명 계획도 있으셔서 도우신다고 느껴집니다,0
Ugz0cqH9Mdab-lUMvRJ4AaABAg.9YTU3zKt-j19YVx9TWiXhr,@샬롬 아멘~~^^♡,0
Ugz0cqH9Mdab-lUMvRJ4AaABAg.9YTU3zKt-j19YVxCYqQJvO,@박미순 <br>주예수를 믿으라 그리하면 너와 네집이 구원을 받으리라 .<br>사도행전 16장31절말씀,0
Ugz0cqH9Mdab-lUMvRJ4AaABAg.9YTU3zKt-j19YW-kTXhOCx,@M S 댓글 좋아요,0
Ugx8PmQcKTdoL-MQsB14AaABAg.9YTTt8EIKnS9YTXTm6AvlX,둘다 성형했는데 거기 자연미인이 어딨슈,1
UgxKT_j_6DYwvuFhCOh4AaABAg.9YTTdYDkrSi9YTVGFKFOIA,철수가철수안하는바람에<br>인명사고가낳으니 어쩌나요.,0
UgxKT_j_6DYwvuFhCOh4AaABAg.9YTTdYDkrSi9YTX_S1NyHz,안철수 북한 안랩 처 준건 !!!!!!,0
UgxKT_j_6DYwvuFhCOh4AaABAg.9YTTdYDkrSi9YTZThtDo8N,맞아요~ 이젠 진짜 실력있는 사람이 대통령 해야된다고 봄~ 맨날 말로 또는 정당으로 투표하는 그런 시대는 끝내야함~ 안철수가 이번 대선의 적임자라고 생각함~,0
UgxKT_j_6DYwvuFhCOh4AaABAg.9YTTdYDkrSi9YTeIffxfM_,@정의 자유 무슨말씀이신지? <br>안후보님께서 북한에 뭘  해주셨다고요???,0
UgxKT_j_6DYwvuFhCOh4AaABAg.9YTTdYDkrSi9YTj4-PvH9Q,백신 강화해서 비호감..,0
UgztrOa1Kn0eHg0Ja6t4AaABAg.9YTTaTmjXxk9YTVB7yRh48,맞어요,0
